,att_bonus_wgt,att_chance_wgt,att_conqc_wgt,att_cutoff,att_cutoff_win,att_mission_wgt,att_narmies_wgt,ft_avantage_wgt,ft_bonus_wgt,ft_min_wgt,ft_mission_wgt,ft_narmies_wgt,ft_tvantage_wgt,mis_base_wgt,mis_cont_wgt,mis_extr_wgt,mis_play_wgt,mis_terr_wgt,re_avantage_wgt,re_dbonus_wgt,re_ibonus_wgt,re_mission_wgt,re_tvantage_wgt,turn_in_cutoff,iteration
355,10.73,-23.66,-8.28,22.7,-16.2,1,20.09,21.69,-5.51,24.79,2.29,-1,1.16,8.79,16.87,0.29,1,-3.01,-13.0,-21.44,-0.26,-1,16.02,10,12
356,-21.39,-19.34,-0.12,11.6,14.9,1,7.68,3.34,2.21,-8.31,-2.22,1,21.86,11.88,12.62,-19.74,1,14.84,-2.19,-24.76,-21.47,1,17.11,6,12
357,10.26,-14.99,15.69,21.5,-0.9,1,12.73,19.91,-22.28,11.08,-8.01,0,-17.15,-1.56,18.82,5.67,1,18.95,-7.01,-19.56,23.01,1,19.67,4,12
358,11.74,-23.48,9.09,6.6,12.2,1,7.8,-10.81,-22.28,2.96,10.21,0,-19.98,22.54,5.06,7.64,1,14.9,-10.7,-19.53,-21.47,1,7.54,6,12
359,2.25,4.19,23.12,-0.7,4.0,0,15.36,-16.94,1.0,-8.31,3.3,-1,3.89,5.76,5.27,23.46,1,14.27,-14.27,-19.7,5.5,0,24.57,10,12
360,10.73,-23.6,-8.28,22.3,14.7,1,21.7,18.32,-5.51,24.79,2.29,-1,1.16,8.79,16.87,0.29,1,-3.01,-13.0,-21.44,-0.26,-1,13.79,10,12
361,10.26,-13.75,13.89,-16.2,19.5,0,10.19,18.32,2.21,24.79,-4.21,0,-22.88,-1.57,8.94,-5.21,1,-15.5,-2.36,0.67,-8.42,-1,21.21,6,12
362,-24.86,-14.99,24.68,6.3,-17.4,1,15.48,-14.17,-20.69,-6.11,10.21,1,18.1,-0.87,2.86,5.67,1,22.46,-7.01,-19.56,-19.1,1,24.61,4,12
363,18.97,-15.06,-1.91,6.3,2.2,1,8.24,9.98,6.08,24.62,-4.21,1,-24.27,7.25,4.25,20.97,1,0.72,-5.27,-5.99,-15.44,1,24.61,10,12
364,18.97,-14.99,6.5,5.9,-2.8,0,22.17,16.18,3.86,11.08,11.81,-1,-24.27,11.2,-15.87,-3.97,1,4.19,-2.19,0.67,0.96,1,23.12,8,12
365,12.42,-6.55,3.92,1.9,19.5,1,10.19,20.65,-5.51,-17.93,10.21,-1,-17.15,-22.17,-10.62,7.41,1,15.97,-3.95,-21.44,-0.25,1,8.72,6,12
366,-15.92,-23.48,7.17,13.2,-11.6,-1,4.17,9.56,-16.91,0.19,-22.07,-1,-6.09,-0.87,18.11,-5.19,1,7.65,11.61,-21.44,-21.43,1,-16.48,4,12
367,18.97,-15.0,13.81,3.9,2.2,1,15.37,-10.81,-23.46,2.96,10.21,-1,3.98,-15.04,16.37,11.21,0,-11.74,-18.17,-19.53,-8.42,1,24.6,6,12
368,3.45,-14.25,23.25,-2.9,3.5,0,14.13,3.34,-5.61,17.89,15.01,0,-22.88,18.82,18.67,-25.0,0,15.66,-9.63,6.16,-15.61,0,21.21,6,12
369,11.74,-9.16,9.09,16.5,-24.1,1,6.18,-10.81,-23.56,-13.39,21.65,1,-6.09,-3.4,2.86,-19.74,0,0.36,-18.17,-19.53,-19.1,1,23.86,8,12
370,-15.92,-16.29,19.95,11.0,4.0,1,17.23,-15.31,21.26,24.62,-22.69,1,-13.38,-1.57,18.82,-5.68,1,-14.5,0.02,-7.78,-10.09,0,14.59,6,12
371,3.45,-19.3,5.64,1.5,-5.6,1,22.17,4.45,9.08,-6.11,12.15,1,-23.43,23.1,18.82,13.74,0,13.08,-17.2,-11.4,-24.82,1,-6.39,8,12
372,4.16,-16.31,19.95,5.7,2.2,1,3.41,-10.66,2.21,-21.52,-2.22,0,-22.94,-1.57,18.82,7.61,0,0.72,-2.19,-7.02,9.89,1,16.85,10,12
373,10.26,-14.99,0.84,5.7,0.5,1,12.21,-21.95,-12.36,-20.46,12.24,0,3.54,-10.77,4.32,-11.43,1,18.04,-10.89,-19.68,-8.42,1,17.62,6,12
374,-24.86,-23.28,12.27,4.3,-0.5,-1,7.86,-14.17,17.0,17.89,-2.22,1,-17.15,4.56,15.42,-5.21,0,-2.88,-10.86,-14.37,23.01,1,-9.87,4,12
375,3.45,-14.99,16.2,8.6,3.3,-1,21.7,16.18,3.86,11.08,22.78,1,2.44,6.98,2.79,-18.26,1,15.66,-6.7,-18.7,-21.72,1,13.79,4,12
376,-6.67,1.44,19.95,-3.1,14.7,0,15.8,3.34,-10.93,14.83,4.33,1,19.97,23.1,-2.7,-24.85,0,-11.74,-9.63,-16.19,12.05,1,13.79,6,12
377,2.24,-19.3,5.18,5.7,-0.9,1,7.86,-14.17,-22.28,-8.74,-8.01,1,3.89,-18.86,-5.41,5.67,0,22.46,-7.01,-19.56,-1.75,1,23.61,4,12
378,10.26,-23.48,9.09,5.7,12.2,1,7.8,-21.95,-12.36,2.96,10.21,0,-19.99,22.54,4.93,-11.43,1,18.04,-10.7,-19.68,-21.47,1,7.54,6,12
379,-0.63,-23.6,13.8,22.7,14.7,1,21.7,18.32,21.26,24.79,2.82,-1,1.16,8.79,16.38,0.29,1,-11.74,3.12,-21.44,10.57,1,13.79,10,12
380,19.78,-21.65,19.95,-12.5,-11.9,1,3.41,9.56,14.57,-21.52,-4.21,-1,-22.94,-2.25,18.82,-17.65,1,-14.48,-18.17,-20.64,-24.82,0,13.79,6,12
381,20.46,-21.65,12.27,22.7,-2.8,-1,21.93,-14.17,-22.28,24.79,-15.27,1,-6.09,-2.25,2.79,0.47,0,-11.74,-7.01,-19.56,2.73,0,-9.87,4,12
382,15.47,-14.99,-17.39,-12.5,-11.9,1,3.44,9.56,3.86,12.55,0.2,-1,-24.27,21.21,4.25,-9.6,1,17.88,-18.33,-20.64,-9.76,1,24.44,4,12
383,11.74,-9.16,9.09,16.5,-24.1,1,6.18,-10.81,-23.56,-13.46,21.65,1,-6.09,-3.4,2.86,-19.74,0,0.36,-18.17,-19.53,-19.1,1,23.86,8,12
384,2.25,-14.99,5.21,6.4,12.2,1,12.21,19.05,3.86,11.08,-22.69,1,-24.27,6.98,2.79,7.78,1,18.95,-18.17,-18.7,2.73,1,24.75,6,12
385,11.74,-9.16,24.68,0.4,-11.9,1,15.37,7.29,14.35,-15.75,-22.07,1,8.8,-18.48,21.33,1.45,0,10.2,-6.8,-9.81,-19.1,1,-9.87,4,12
386,4.16,-14.99,13.94,12.9,10.5,0,12.04,-8.89,-19.93,11.08,16.8,-1,-6.69,3.15,5.64,17.1,1,20.22,11.61,-13.76,9.89,0,0.72,8,12
387,24.08,-16.29,1.03,-3.6,8.6,1,15.37,7.29,-16.37,-23.72,10.07,-1,-19.27,7.81,21.33,-18.26,0,16.29,-4.79,-14.24,-13.14,1,22.95,10,12
388,-21.39,-16.23,-6.18,-1.2,14.9,0,13.85,16.18,6.1,-8.31,11.81,0,21.86,-1.57,4.25,-19.96,1,3.97,-9.63,19.16,-3.04,1,17.11,8,12
389,-14.24,-10.14,-8.28,6.3,4.8,1,8.24,20.65,-5.51,-6.09,21.77,1,-22.87,8.79,21.38,-18.32,1,15.97,-5.27,-7.78,6.04,1,23.67,8,12
390,-14.24,-12.89,-17.39,6.3,-2.5,1,12.21,-14.36,-23.56,-6.09,21.77,1,-24.27,6.38,21.38,-18.26,1,-11.57,-5.27,-18.7,6.04,1,23.81,4,12
391,10.26,-19.3,-0.12,5.8,-2.5,1,7.6,-14.17,2.21,2.96,-19.29,1,3.89,-22.17,21.11,7.77,1,7.36,-2.19,-0.82,-8.42,0,17.62,6,12
392,12.42,-16.29,-19.69,8.4,19.5,0,6.99,3.34,2.21,1.25,-24.8,1,-3.88,18.37,4.25,-24.85,0,0.72,-3.95,6.19,-15.61,1,23.32,4,12
393,-15.92,-23.28,13.38,-16.3,-20.5,1,12.06,19.05,17.0,17.89,-22.07,1,-24.27,11.28,4.25,-0.75,0,-2.88,-20.3,-18.7,-21.72,-1,24.62,4,12
394,-21.39,-12.89,7.21,1.9,-2.5,1,12.21,-16.94,21.26,1.25,-10.31,1,-24.05,-15.04,2.79,-18.26,0,0.8,-10.7,-18.7,-0.34,-1,7.54,4,12
395,10.73,-23.48,3.92,1.9,19.5,-1,16.81,-16.94,23.07,-17.93,10.21,-1,-19.99,-22.17,-10.62,-7.15,0,17.36,-3.95,-21.44,-0.25,1,21.94,6,12
396,18.4,4.12,8.02,5.7,-24.3,1,7.86,9.56,17.2,-8.74,-4.21,-1,-6.09,21.21,4.25,-8.14,0,18.95,-6.3,-7.69,-10.09,-1,23.61,6,12
397,11.74,-23.49,13.38,4.3,-24.1,1,7.86,-16.94,17.0,8.03,9.05,0,-6.09,4.56,5.06,5.67,1,14.9,8.11,-14.35,-21.72,1,7.6,4,12
398,24.08,-4.63,1.03,11.6,-20.5,1,15.37,7.29,-17.32,-23.72,12.24,-1,3.54,11.88,21.33,-18.65,0,16.29,-10.89,-14.24,-3.04,1,23.62,10,12
399,19.78,-15.22,19.95,1.9,-0.5,1,10.19,20.65,-20.71,8.03,-14.05,-1,-22.94,7.81,8.94,-7.15,1,0.8,-12.2,-14.35,-0.25,0,7.05,4,12
400,2.25,-19.34,23.25,16.7,-24.3,1,20.65,9.36,-3.83,-1.32,11.81,-1,-8.22,11.88,5.06,14.49,0,22.49,-18.17,3.11,-18.97,1,14.85,6,12
401,-24.86,-2.69,-17.39,21.5,-2.5,1,12.73,-10.81,-22.28,-21.52,10.21,1,-19.99,-1.56,-9.61,7.64,0,22.46,-5.98,-18.85,-10.09,1,16.94,8,12
402,-21.39,-12.89,7.2,1.9,-24.9,1,10.19,-16.94,-5.51,1.25,-14.05,-1,-24.05,-22.06,2.79,7.61,0,0.8,-12.2,-18.7,-0.25,-1,7.05,4,12
403,10.49,-13.75,23.16,7.8,-22.1,-1,6.83,5.68,-23.56,-5.53,-14.05,0,-23.52,6.38,13.38,13.74,1,0.8,-17.2,19.16,-23.74,1,14.58,8,12
404,18.97,-14.99,-17.39,5.9,-2.8,1,22.17,16.18,3.86,11.08,11.81,1,-24.27,11.88,-11.7,0.47,1,4.36,-6.7,19.16,2.73,1,23.12,4,12
405,22.13,14.88,23.0,-0.7,-4.2,-1,19.09,-16.94,8.93,8.09,21.08,-1,-6.09,7.57,8.87,-4.73,0,14.27,-0.94,-21.46,10.34,-1,23.75,6,12
406,14.28,-13.75,21.25,-12.5,10.8,-1,3.41,5.61,11.7,-7.4,6.02,1,19.79,-2.25,-23.0,11.21,1,4.19,-0.94,-21.21,-10.09,1,13.79,6,12
407,15.47,-14.99,16.2,-12.5,-11.9,1,17.25,9.56,21.26,1.25,0.2,1,-23.07,-1.57,5.71,-0.89,1,0.36,-6.3,-24.95,-21.72,1,0.72,8,12
408,3.45,-15.11,-0.19,1.9,10.5,0,7.6,-17.01,21.26,-20.96,21.08,-1,-7.93,-23.14,15.54,11.21,0,-21.26,-10.86,-19.68,0.96,-1,17.62,6,12
409,-14.24,-10.14,5.64,1.5,-5.6,1,14.13,-16.94,16.26,-13.46,21.77,0,-6.09,-23.9,21.38,15.94,1,13.08,3.44,-7.78,6.04,1,23.81,8,12
410,16.11,15.57,13.8,22.7,8.6,-1,12.04,18.29,-5.83,2.01,11.81,0,19.79,11.88,12.62,0.47,1,4.19,3.12,-7.75,9.89,0,24.82,8,12
411,4.16,-17.32,13.38,4.3,10.5,1,9.63,-17.01,17.0,-17.93,-22.07,1,-6.09,8.79,8.94,11.21,0,15.97,-0.5,-14.35,-21.72,1,8.44,6,12
412,11.74,-23.48,5.18,-0.9,24.2,-1,7.86,-15.31,17.2,2.96,10.21,1,-19.99,6.98,-5.41,-8.14,0,-23.51,-19.33,-12.21,-1.75,-1,23.61,6,12
413,18.4,-15.22,7.86,-0.1,21.8,-1,22.17,5.61,11.7,23.93,-22.69,1,2.44,-2.25,4.25,-17.65,1,17.32,-6.8,-5.19,18.9,-1,21.17,10,12
414,-0.63,-23.6,13.8,22.7,14.7,1,21.7,18.32,21.26,24.79,2.82,-1,1.16,8.79,16.38,0.29,1,-11.74,3.12,-21.44,10.62,1,13.79,10,12
415,18.97,-14.99,13.81,3.6,14.7,1,15.37,19.05,-23.46,5.32,-18.68,-1,3.98,11.2,16.38,-4.32,1,-11.74,-3.95,-12.28,-1.39,0,24.61,6,12
416,4.83,-19.15,9.09,-10.8,0.7,1,15.8,16.18,-3.83,-21.52,22.78,1,6.59,-2.25,5.06,15.38,1,14.92,-9.63,-14.95,9.45,1,0.61,6,12
417,11.74,-18.64,0.86,6.4,12.2,1,7.8,-14.17,-20.46,-8.63,-21.74,0,-2.49,22.54,5.06,7.61,0,14.9,-10.7,-11.4,-21.72,0,7.54,8,12
418,19.93,-15.22,19.95,12.6,-0.5,-1,8.88,19.91,-20.71,8.03,22.85,-1,-22.94,7.81,18.82,-7.15,1,17.07,3.97,-14.35,-21.72,0,14.47,6,12
419,12.42,-16.29,-17.39,5.9,-2.8,0,6.93,5.61,-13.76,14.83,15.21,1,-3.88,-0.07,15.73,-5.19,0,17.32,-3.95,-16.36,2.73,1,23.32,4,12
420,-15.92,-15.22,13.38,16.3,-20.5,1,9.63,-16.94,16.26,-13.46,-22.07,-1,-6.09,4.56,9.41,15.94,1,13.08,3.44,-7.78,6.04,1,23.81,8,12
421,4.16,1.64,19.95,5.7,2.2,1,3.41,9.56,2.21,-21.52,-2.22,-1,-20.52,11.2,18.82,7.61,1,3.42,-2.19,-7.02,-10.09,-1,13.79,8,12
422,18.4,-11.43,16.72,5.7,-20.5,1,10.19,-19.83,-8.48,11.08,15.21,-1,-18.15,18.9,-22.2,-7.15,0,18.9,-0.3,-16.36,-7.48,1,0.72,10,12
423,-15.92,-23.28,13.38,4.3,-20.5,1,9.63,-16.94,17.0,8.03,-22.07,1,-6.09,4.56,15.54,24.54,0,-2.88,8.11,-14.35,-21.72,1,8.44,4,12
424,10.26,-19.3,13.38,4.3,-2.5,1,9.63,-16.94,17.0,8.03,-22.07,0,-6.09,-1.57,15.54,7.61,1,0.36,8.11,-24.95,-21.72,1,17.62,8,12
425,10.26,-19.3,6.5,5.7,-2.5,-1,17.18,19.91,2.21,-21.52,7.88,1,-23.09,21.67,5.64,12.92,1,-14.5,-3.78,8.61,-24.82,0,16.94,4,12
426,10.26,-21.65,8.64,-9.0,-2.5,1,17.18,-11.91,-17.32,3.32,7.88,1,-23.09,-1.57,5.64,-17.65,1,-14.5,-3.78,-14.72,-24.82,0,18.39,6,12
427,9.79,-12.89,-19.61,-9.0,-2.5,1,12.21,19.05,3.86,11.08,-22.69,1,-24.27,-22.17,4.25,-16.72,1,17.88,-18.17,-20.64,2.73,1,24.61,4,12
428,14.28,-23.5,23.25,11.6,8.6,1,22.89,14.89,-5.61,17.89,-2.22,1,-22.62,-22.17,18.82,7.61,1,-14.5,-4.79,3.11,-3.6,1,16.94,6,12
429,4.16,-14.99,-17.39,6.3,1.9,1,3.41,19.08,3.86,11.08,-22.69,0,-22.94,-2.25,18.82,0.47,0,4.19,-2.19,-18.7,9.89,1,23.12,4,12
430,20.38,-18.68,5.18,-5.7,-16.1,1,18.31,-16.94,-8.51,20.87,10.21,1,-6.09,6.38,2.79,7.61,0,-24.08,-0.45,-4.7,-8.43,-1,0.85,10,12
431,18.97,-15.0,24.3,-10.8,-17.4,1,6.83,0.15,3.86,-14.33,-14.05,0,-24.27,-21.96,13.38,21.09,0,0.8,-12.2,-5.99,-20.09,1,24.61,4,12
432,12.42,-10.14,7.17,5.7,-24.3,1,20.48,-14.17,-5.51,-8.74,10.25,-1,3.89,-0.07,8.93,7.41,0,15.97,-3.95,-4.77,-0.25,1,-1.86,4,12
433,11.74,-23.48,9.09,6.6,12.2,1,7.8,-10.81,-22.28,2.96,10.21,0,-19.99,22.57,5.06,7.64,1,14.9,-10.7,-19.59,-21.47,1,7.54,6,12
434,18.97,-14.99,-0.19,0.4,-11.9,1,7.11,19.05,3.86,24.62,-18.68,-1,-17.5,-3.4,-15.87,-18.65,1,18.95,-3.95,-14.24,0.96,1,13.79,4,12
435,10.39,12.96,24.3,1.9,-24.9,1,6.83,-11.91,-14.44,-5.45,-14.05,1,-23.52,-21.96,2.86,13.74,0,21.89,-12.2,-18.58,20.22,1,7.05,4,12
436,18.97,-12.89,-19.69,6.3,0.7,1,12.21,-14.36,3.86,1.25,-22.69,1,-24.27,18.37,4.25,-0.88,1,-17.33,-18.17,-18.7,-9.76,1,25.0,4,12
437,18.97,-14.99,13.81,3.6,14.7,1,12.29,19.05,-23.46,11.08,-18.68,1,-24.27,11.2,16.37,-4.32,1,18.95,-18.17,-12.29,-1.39,0,24.6,4,12
438,11.74,-21.65,13.8,-10.8,24.2,-1,3.41,-15.31,17.2,11.08,-4.21,0,-24.27,-2.25,-5.41,-17.65,0,18.95,-19.33,-18.7,-10.09,1,7.54,6,12
439,-14.24,-10.14,16.65,2.7,-16.1,1,14.13,-16.94,16.26,-13.46,15.01,0,-23.53,6.38,21.38,-19.74,1,15.66,-22.62,-7.23,-2.47,0,23.86,6,12
440,12.63,1.44,13.8,-12.5,-4.2,-1,6.99,-20.74,-10.93,14.83,0.2,-1,-24.27,22.47,6.52,-0.75,1,18.95,-20.11,-18.7,-7.48,-1,0.72,6,12
441,13.45,-20.9,18.2,-13.4,-16.1,1,6.18,1.84,-23.56,-6.74,-0.78,0,24.33,13.06,15.93,23.46,1,11.28,-14.27,-19.68,-19.1,-1,-19.09,8,12
442,10.26,-14.79,0.84,5.7,0.5,1,12.21,-21.95,-12.36,-20.46,12.24,0,3.54,-10.77,4.32,-11.43,1,18.04,-10.89,-19.68,-8.42,1,17.62,6,12
443,18.4,-19.3,5.18,4.3,-20.5,1,9.63,-14.17,-17.07,8.03,-2.22,0,-6.09,-18.86,2.79,-8.14,0,17.32,8.11,-14.35,-9.76,-1,16.02,10,12
444,9.94,1.64,6.5,20.0,-20.0,0,3.41,16.3,-20.71,23.85,-19.29,-1,-20.52,4.56,-2.47,23.9,0,17.07,5.75,0.67,-21.72,-1,14.47,8,12
445,-0.63,-23.6,1.03,16.8,14.7,1,21.7,-5.57,-6.35,-3.91,6.74,-1,16.73,8.79,16.38,24.3,1,-11.74,-7.32,-21.44,-18.95,0,-4.7,8,12
446,20.46,-14.99,13.94,6.3,-2.8,1,12.21,-16.94,6.1,-8.74,-15.27,0,-22.62,-1.57,2.79,0.47,1,4.19,-6.7,19.16,-8.42,1,23.09,4,12
447,20.38,-18.68,5.18,-5.7,-16.1,1,18.31,-16.94,-8.51,20.87,10.21,1,-6.09,6.38,2.79,7.61,0,-24.08,-0.45,-4.7,-8.42,0,0.85,10,12
448,10.26,-15.22,13.94,20.0,-2.4,1,12.21,16.08,-20.71,-8.74,22.85,0,2.44,-1.57,-2.47,23.9,1,4.19,3.97,8.55,-21.72,1,17.62,8,12
449,11.77,-2.69,12.27,8.6,22.8,1,10.19,-16.71,-19.93,-6.11,21.69,-1,-17.15,18.9,21.11,-5.19,1,-8.6,-5.24,-16.36,-7.48,1,24.95,4,12
450,10.26,-14.25,-0.12,5.7,-2.5,1,14.13,-14.17,2.21,17.89,15.01,0,3.89,18.82,18.67,-25.0,0,0.36,-2.19,6.19,-15.61,1,17.62,6,12
451,-15.92,15.57,23.25,-2.9,14.7,-1,16.78,16.18,21.26,17.89,-22.07,-1,3.89,8.79,-11.7,0.29,1,7.65,3.12,-7.75,-21.72,-1,-16.48,10,12
452,12.42,-13.75,13.8,1.9,19.5,1,10.19,20.65,-5.51,-17.93,-4.21,-1,6.4,11.2,8.94,-17.65,1,15.97,-3.87,0.67,-0.25,1,16.02,6,12
453,-15.92,-12.13,15.69,21.5,-11.9,1,17.23,-11.91,9.08,24.62,12.42,1,-13.38,-1.57,2.86,-5.68,1,21.89,-4.61,-14.72,20.22,0,19.67,8,12
454,-14.24,-14.99,-0.19,10.9,10.5,1,14.13,-10.66,16.26,-13.46,21.77,0,-6.09,-23.9,-15.87,11.21,1,13.08,-2.19,-19.68,6.04,1,17.62,8,12
455,11.77,-2.69,-17.39,6.4,-2.5,-1,17.23,-10.81,-11.2,-21.52,10.21,0,-19.99,22.54,-9.61,7.64,0,-14.5,-5.98,-18.85,-10.09,1,16.94,8,12
456,-24.86,-12.13,15.69,21.5,-0.9,1,7.86,-14.17,-22.28,-6.11,-8.01,1,-17.15,-1.57,19.41,5.67,1,22.46,-7.01,-19.56,22.97,1,19.67,4,12
457,23.12,9.72,16.47,16.8,-24.1,1,19.46,-16.94,9.54,-13.46,21.65,0,-6.09,6.38,21.38,-19.74,0,24.7,-17.63,-14.95,6.04,0,-21.04,8,12
458,-0.63,-23.6,13.8,22.7,15.0,1,21.7,18.32,21.26,24.79,2.82,-1,1.16,8.79,16.38,0.29,1,-11.74,3.05,-21.44,10.62,1,13.79,10,12
459,11.74,-14.99,5.18,6.3,-17.4,-1,8.3,-15.31,3.86,2.96,10.21,1,-19.99,6.98,-5.33,-8.14,0,-23.51,-5.27,-12.21,-1.75,1,24.36,6,12
460,11.74,-23.6,5.18,-0.9,4.8,-1,7.86,-15.31,17.2,13.59,2.29,-1,-19.99,6.98,-13.95,-8.14,1,15.97,-19.33,15.46,-16.32,0,23.67,6,12
461,12.42,-14.99,-17.39,12.9,19.5,1,20.3,9.56,21.26,-8.63,-21.74,-1,-24.27,-2.25,8.93,-11.66,1,15.97,-4.59,0.67,-0.25,1,13.79,8,12
462,2.25,-21.65,23.25,6.3,0.7,1,15.8,16.18,21.26,-21.52,-22.69,0,-24.27,-2.25,4.25,-17.65,1,18.95,-9.63,-18.7,-10.11,1,24.61,6,12
463,4.16,-17.32,24.3,23.5,0.7,-1,6.83,0.18,3.86,13.59,-22.69,1,-3.88,6.98,-13.95,11.21,0,8.81,-0.5,-7.02,9.89,1,25.0,6,12
464,19.78,-21.65,19.95,-12.5,-11.9,1,3.41,9.56,14.57,-21.52,-4.21,-1,-22.94,-2.25,18.82,-17.65,1,-14.5,-18.17,-20.64,-24.82,0,13.79,6,12
465,2.25,-14.99,3.92,11.4,-25.0,-1,12.03,19.05,-23.85,11.08,10.21,1,-17.15,-22.17,-10.62,-17.99,1,4.19,-17.15,-19.68,2.73,1,24.95,4,12
466,10.13,-14.99,0.86,5.7,0.5,1,12.21,-21.95,-12.36,-20.46,12.24,0,3.54,-10.77,4.25,-11.66,1,18.04,-10.89,-19.68,-8.22,1,17.62,6,12
467,9.94,-19.47,5.18,6.3,-11.9,1,20.6,19.05,3.86,24.62,-2.22,0,-2.49,21.41,4.25,7.61,1,-24.08,-6.3,-20.64,-8.42,1,10.92,4,12
468,10.49,-7.71,24.3,7.8,-24.9,1,6.83,-12.21,11.27,-5.53,-14.05,1,-23.52,15.05,13.38,13.74,0,0.8,-17.2,-18.58,-23.74,1,14.58,6,12
469,12.42,-14.99,-17.39,-0.1,19.5,-1,4.38,9.56,-17.07,-8.63,-21.74,1,2.44,-2.25,-2.47,-11.66,1,17.32,-6.8,0.67,-9.76,1,13.79,8,12
470,2.25,-21.65,23.25,6.3,0.7,1,15.8,16.18,21.26,-21.52,-22.69,0,-24.27,-2.25,4.25,-17.65,1,18.95,-9.63,-18.7,-10.11,1,24.62,6,12
471,18.4,12.96,16.05,-10.8,-24.9,1,8.88,16.18,23.07,-17.93,22.78,-1,2.44,8.79,8.94,7.41,0,-7.77,-0.3,8.55,-21.82,-1,21.97,10,12
472,3.36,-14.25,22.47,-19.5,-20.5,1,22.17,-15.31,-23.85,-14.35,11.81,1,-24.27,11.88,-11.7,7.41,1,4.19,-6.7,-19.68,-15.61,1,25.0,6,12
473,3.45,-12.13,19.95,1.9,-11.9,1,7.6,-17.01,-22.28,-9.46,21.08,0,-17.15,21.21,15.54,-8.14,1,-14.5,-7.01,-19.56,22.97,-1,19.67,8,12
474,-0.63,-23.6,5.18,-18.2,8.6,-1,21.7,18.32,17.2,24.79,10.21,0,-19.99,-0.87,-5.41,0.29,1,-4.34,-17.64,-21.44,-0.26,-1,13.79,10,12
475,14.28,-14.99,-17.39,-24.6,-11.9,-1,3.55,5.61,21.26,11.08,-22.56,1,-24.27,20.58,4.25,-24.85,1,-11.57,-0.94,-18.7,-19.1,1,23.09,6,12
476,12.42,-10.14,24.42,1.9,19.5,0,6.18,-16.94,-23.56,-5.53,2.29,0,6.4,15.05,13.38,7.41,1,0.8,-17.2,-18.58,6.04,1,14.58,6,12
477,3.45,-14.25,22.47,-19.5,-20.5,1,22.17,-15.31,-23.85,-14.35,11.81,1,-24.27,11.88,-11.7,7.41,1,4.19,-6.7,-19.68,-15.61,1,25.0,6,12
478,-14.24,-10.14,5.64,1.5,-5.6,1,14.13,-16.94,16.26,-13.46,21.77,0,-6.09,-23.9,21.38,15.94,1,13.08,3.44,-7.78,6.04,1,23.81,8,12
479,-16.03,-15.22,13.38,16.3,-20.5,1,9.63,-16.94,16.26,-13.46,-22.07,-1,-6.09,4.56,9.41,15.94,1,13.08,3.44,-7.78,6.04,1,23.81,8,12
480,18.4,-15.18,23.25,13.2,-20.5,-1,16.1,-15.31,17.2,23.85,22.85,0,-22.88,23.09,-2.47,-24.88,0,17.07,-9.63,6.19,-15.61,-1,14.47,10,12
481,11.74,-23.48,5.18,-0.9,24.2,0,20.3,-15.31,17.2,5.32,2.29,1,-19.99,6.98,-23.22,-8.14,0,5.4,-19.33,-16.44,-1.75,1,23.61,8,12
482,-0.74,-1.27,-17.39,3.6,14.7,1,12.21,-21.95,-24.55,-8.53,-22.69,-1,-24.31,11.2,2.85,-0.75,1,-11.1,-18.17,-12.22,2.85,-1,13.79,4,12
483,12.47,-13.75,7.17,1.9,19.4,1,10.19,20.65,-5.51,-17.93,2.29,-1,6.4,-0.07,8.94,7.41,1,15.97,-3.95,-21.44,-0.25,1,16.02,4,12
484,4.16,-16.31,19.95,5.7,2.2,1,3.41,-10.66,2.21,-21.52,-2.22,0,-22.94,-1.57,18.82,7.61,0,0.72,-2.19,-7.02,9.89,1,16.94,4,12
485,10.26,-14.99,0.84,5.7,0.5,1,12.09,-21.95,-12.36,-20.46,12.24,0,3.54,-10.77,4.25,-11.66,1,18.04,-10.89,-19.69,-8.42,1,17.62,6,12
486,11.77,-14.99,15.38,-16.2,0.7,1,14.25,16.18,-21.0,24.79,9.05,1,-22.94,-2.96,16.87,5.67,1,-8.6,-6.7,-18.7,16.81,1,14.47,6,12
487,20.5,4.12,8.02,4.3,-16.1,1,4.17,9.56,17.0,0.19,-4.21,-1,-6.09,21.21,15.54,24.54,0,13.42,-6.8,-7.69,-10.09,-1,13.77,6,12
488,-0.77,-16.29,9.09,-10.9,-11.6,1,20.0,16.18,-16.91,17.89,10.07,0,-12.94,-0.07,8.93,7.41,1,7.65,-10.7,-21.44,-24.82,1,16.94,4,12
489,14.28,-6.55,13.8,22.7,14.7,1,21.93,18.35,21.26,24.79,11.81,-1,1.16,11.88,-11.7,0.47,1,4.19,3.12,19.16,18.9,-1,23.09,10,12
490,6.82,-10.14,16.65,1.5,-5.6,0,6.09,-20.43,1.82,-0.37,12.15,0,6.59,-23.9,18.82,-19.74,0,-23.51,-19.33,-7.83,9.12,1,23.32,8,12
491,12.42,-13.75,7.17,1.9,19.5,1,10.19,20.65,-5.51,-17.93,2.29,-1,6.4,-0.07,8.93,7.41,1,15.97,-3.95,-21.44,-0.25,1,16.02,4,12
492,4.16,-14.99,21.25,23.4,10.5,-1,12.21,-10.66,2.21,-20.96,17.04,0,19.79,-23.14,-23.0,11.21,0,-21.26,-18.17,-19.68,-8.42,1,17.62,8,12
